age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Decision
middle-aged,Private,Masters,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,Associates,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Married,Sales,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Associates,Not-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Never-married,White-collar,Own-child,Asian-Pac-Islander,Female,none,none,overtime,China,0
middle-aged,Self-emp,Bachelors,Married,Sales,Husband,White,Male,high,none,overtime,United-States,1
middle-aged,Private,Bachelors,Never-married,White-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,unhealthy,Latin-America,0
middle-aged,Private,Bachelors,Never-married,Other-occupations,Not-in-family,White,Male,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,none,none,parttime,United-States,0
young,Private,Some-college,Never-married,Other-occupations,Own-child,White,Male,none,none,fulltime,United-States,0
old,?,Dropout,Married,?,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,overtime,United-States,0
young,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,none,none,fulltime,United-States,0
senior,Private,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
senior,Private,HS-grad,Not-married,Service,Unmarried,Black,Female,none,none,unhealthy,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,?,Some-college,Married,?,Wife,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Dropout,Married,White-collar,Husband,White,Male,none,none,overtime,?,0
young,Private,Some-college,Never-married,Service,Other-relative,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Latin-America,0
middle-aged,Self-emp,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Self-emp,Dropout,Married,Blue-collar,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,Other-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
senior,Other-gov,Some-college,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,1
young,?,Some-college,Never-married,?,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Doctorate,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,high,none,unhealthy,United-States,1
senior,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,none,high,overtime,?,0
senior,Self-emp,Bachelors,Not-married,Service,Unmarried,Asian-Pac-Islander,Female,none,none,overtime,Euro-2,1
young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Wife,White,Female,none,none,fulltime,British-Commonwealth,0
young,Other-gov,HS-grad,Married,Other-occupations,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,Asian-Pac-Islander,Male,none,none,fulltime,SE-Asia,0
middle-aged,Federal-gov,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,low,none,overtime,United-States,0
middle-aged,Private,Some-college,Never-married,White-collar,Unmarried,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,Some-college,Never-married,Sales,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Masters,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Federal-gov,HS-grad,Married,Adm-clerical,Wife,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,White-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,none,none,parttime,United-States,0
senior,Private,HS-grad,Not-married,Sales,Not-in-family,White,Female,none,none,overtime,United-States,0
senior,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,HS-grad,Never-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
young,Private,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,Latin-America,0
middle-aged,Private,HS-grad,Not-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Some-college,Married,Service,Wife,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Separated,Service,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,Other-occupations,Husband,White,Male,none,none,overtime,United-States,0
young,?,Some-college,Never-married,?,Own-child,White,Female,none,none,parttime,United-States,0
young,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Private,Dropout,Not-married,Blue-collar,Not-in-family,Black,Female,none,none,parttime,United-States,0
senior,Other-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Married,Prof-specialty,Wife,White,Female,none,none,fulltime,United-States,1
young,?,Some-college,Never-married,?,Not-in-family,White,Female,none,none,parttime,United-States,0
senior,Private,Bachelors,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Separated,White-collar,Not-in-family,White,Male,high,none,fulltime,United-States,1
senior,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,Bachelors,Never-married,Service,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Federal-gov,Bachelors,Married,White-collar,Husband,White,Male,low,none,fulltime,United-States,1
senior,Other-gov,Masters,Married,Prof-specialty,Husband,White,Male,none,high,fulltime,United-States,1
young,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Associates,Married,Sales,Husband,White,Male,high,none,overtime,United-States,1
middle-aged,Private,Bachelors,Never-married,Other-occupations,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Adm-clerical,Wife,White,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Prof-specialty,Other-relative,White,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Associates,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
senior,Private,Bachelors,Widowed,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,low,none,fulltime,United-States,0
senior,Other-gov,Bachelors,Married,Other-occupations,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,British-Commonwealth,0
senior,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,HS-grad,Not-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,Associates,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,none,none,fulltime,United-States,0
young,Private,Bachelors,Never-married,Prof-specialty,Other-relative,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
young,Private,Some-college,Never-married,Other-occupations,Own-child,White,Male,none,none,parttime,United-States,0
young,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Self-emp,Bachelors,Married,Sales,Husband,White,Male,none,none,parttime,United-States,0
senior,Self-emp,Associates,Married,Service,Husband,White,Male,none,none,overtime,United-States,0
senior,Self-emp,Bachelors,Not-married,Sales,Not-in-family,White,Male,high,none,fulltime,United-States,1
senior,Self-emp,Associates,Married,Sales,Husband,White,Male,low,none,fulltime,United-States,1
old,Other-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,low,none,overtime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Self-emp,Some-college,Not-married,Sales,Own-child,White,Male,none,none,overtime,United-States,1
senior,Private,Dropout,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Never-married,White-collar,Own-child,White,Male,low,none,fulltime,United-States,0
middle-aged,Other-gov,Masters,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,1
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Federal-gov,HS-grad,Not-married,Blue-collar,Unmarried,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Widowed,Service,Not-in-family,Black,Female,none,high,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,0
senior,Private,Associates,Widowed,Blue-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Private,Some-college,Not-married,White-collar,Not-in-family,White,Male,high,none,overtime,United-States,1
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Other-gov,Some-college,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,low,none,overtime,United-States,1
senior,Self-emp,Doctorate,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Own-child,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Not-in-family,Asian-Pac-Islander,Male,none,none,fulltime,SE-Asia,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,low,none,overtime,United-States,1
young,Private,Bachelors,Never-married,Service,Own-child,White,Male,none,none,parttime,United-States,0
senior,Self-emp,Some-college,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Dropout,Separated,Adm-clerical,Other-relative,White,Male,none,none,fulltime,South-America,0
middle-aged,Private,Associates,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,?,Dropout,Married,?,Wife,White,Female,none,none,parttime,Other,0
senior,Federal-gov,Bachelors,Not-married,Other-occupations,Not-in-family,Amer-Indian-Eskimo,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,White-collar,Not-in-family,White,Female,high,none,overtime,United-States,1
senior,Private,Dropout,Married,Service,Husband,Black,Male,low,none,fulltime,United-States,1
young,Federal-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,overtime,?,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
